ID,GeneName,GeneID,UniProtID,STRING_ID
10999,PRPSAP1,5635,,9606.ENSP00000414624
11000,LRRC34,151827,,9606.ENSP00000414635
11001,CARF,79800,,9606.ENSP00000414644
11002,OSR2,116039,,9606.ENSP00000414657
11003,LMOD3,,,9606.ENSP00000414670
11004,WBP1L,54838,,9606.ENSP00000414721
11005,SKOR2,,,9606.ENSP00000414750
11006,TMEM64,169200,,9606.ENSP00000414786
11007,ELP2,55250,,9606.ENSP00000414851
11008,SPARCL1,8404,,9606.ENSP00000414856
11009,HYLS1,219844,,9606.ENSP00000414884
11010,KCNIP1,30820,,9606.ENSP00000414886
11011,CTSO,1519,,9606.ENSP00000414904
11012,DCTN4,51164,,9606.ENSP00000414906
11013,PTBP3,9991,,9606.ENSP00000414921
11014,KLC1,3831,,9606.ENSP00000414982
11015,SLC30A8,169026,,9606.ENSP00000415011
11016,C16orf96,342346,,9606.ENSP00000415027
11017,TMEM171,134285,,9606.ENSP00000415030
11018,NBEAL2,23218,,9606.ENSP00000415034
11019,GSDMB,55876,,9606.ENSP00000415049
11020,ZNF177,7730,,9606.ENSP00000415070
11021,TICAM2,353376,,9606.ENSP00000415139
11022,CBFB,865,,9606.ENSP00000415151
11023,NPIPB7,440350,,9606.ENSP00000415207
11024,SKIL,6498,,9606.ENSP00000415243
11025,ICAM2,3384,,9606.ENSP00000415283
11026,SESTD1,91404,,9606.ENSP00000415332
11027,TRIB3,57761,,9606.ENSP00000415416
11028,GTSE1,51512,,9606.ENSP00000415430
11029,INTS12,57117,,9606.ENSP00000415433
11030,GCNT1,2650,,9606.ENSP00000415454
11031,LARP4,113251,,9606.ENSP00000415464
11032,TSBP1,10665,,9606.ENSP00000415517
11033,DCAF11,80344,,9606.ENSP00000415556
11034,CTCFL,140690,,9606.ENSP00000415579
11035,CD36,948,,9606.ENSP00000415743
11036,ITIH3,3699,Q06033,9606.ENSP00000415769
11037,SERPINE2,5270,,9606.ENSP00000415786
11038,ATXN1L,,,9606.ENSP00000415822
11039,ZNF276,92822,,9606.ENSP00000415836
11040,C4B,721,P0C0L5,9606.ENSP00000415941
11041,C4B_2,100293534,,9606.ENSP00000415941
11042,SLC48A1,55652,,9606.ENSP00000415998
11043,SLC35A2,7355,,9606.ENSP00000416002
11044,MICAL3,57553,,9606.ENSP00000416015
11045,TMPRSS4,56649,,9606.ENSP00000416037
11046,KIAA1549,57670,,9606.ENSP00000416040
11047,SERPINA1,5265,P01009,9606.ENSP00000416066
11048,GOLGA2,2801,,9606.ENSP00000416097
11049,ARHGEF38,54848,,9606.ENSP00000416125
11050,PRAP1,118471,,9606.ENSP00000416126
11051,FKBP15,23307,,9606.ENSP00000416158
11052,P2RX6,9127,O15547,9606.ENSP00000416193
11053,EIF2B1,1967,,9606.ENSP00000416250
11054,EIF4G1,1981,,9606.ENSP00000416255
11055,DDX39B,7919,Q13838,9606.ENSP00000416269
11056,UAP56,,Q9TY94,9606.ENSP00000416269
11057,WDR27,253769,,9606.ENSP00000416289
11058,SLC2A1,6513,,9606.ENSP00000416293
11059,TGFBI,7045,,9606.ENSP00000416330
11060,MFN2,9927,,9606.ENSP00000416338
11061,NELL2,4753,,9606.ENSP00000416341
11062,FBLIM1,54751,,9606.ENSP00000416387
11063,SLC9A8,23315,,9606.ENSP00000416418
11064,RPL32,6161,,9606.ENSP00000416429
11065,FDXR,2232,,9606.ENSP00000416515
11066,SEMA4D,10507,,9606.ENSP00000416523
11067,DDX46,9879,,9606.ENSP00000416534
11068,CFB,629,P00751,9606.ENSP00000416561
11069,DERA,51071,,9606.ENSP00000416583
11070,FSHB,2488,,9606.ENSP00000416606
11071,NME6,10201,,9606.ENSP00000416658
11072,IGFALS,3483,P35858,9606.ENSP00000416683
11073,RIC1,57589,,9606.ENSP00000416696
11074,ACTBL2,345651,,9606.ENSP00000416706
11075,XKR6,286046,,9606.ENSP00000416707
11076,RECQL,5965,,9606.ENSP00000416739
11077,HS3ST6,,,9606.ENSP00000416741
11078,STK33,65975,Q9BYT3,9606.ENSP00000416750
11079,GALNT11,63917,,9606.ENSP00000416787
11080,SPATA2,9825,,9606.ENSP00000416799
11081,ZNF679,168417,,9606.ENSP00000416809
11082,TRA2B,6434,,9606.ENSP00000416959
11083,ACKR2,1238,,9606.ENSP00000416996
11084,PLEKHM3,389072,,9606.ENSP00000417003
11085,PHACTR2,9749,,9606.ENSP00000417038
11086,EBP,10682,Q15125,9606.ENSP00000417052
11087,DHX36,170506,,9606.ENSP00000417078
11088,SLC15A2,6565,Q16348,9606.ENSP00000417085
11089,BAP1,8314,,9606.ENSP00000417132
11090,PLTP,5360,,9606.ENSP00000417138
11091,NDUFA5,4698,,9606.ENSP00000417142
11092,GPR143,4935,,9606.ENSP00000417161
11093,ATP6V1G3,,Q96LB4,9606.ENSP00000417171
11094,VAPB,9217,,9606.ENSP00000417175
11095,MUCL3,135656,,9606.ENSP00000417182
11096,DUSP7,1849,,9606.ENSP00000417183
11097,ATPAF2,91647,,9606.ENSP00000417190
11098,ZNF80,7634,,9606.ENSP00000417192
11099,PCBP4,57060,,9606.ENSP00000417196
11100,HOXB3,3213,,9606.ENSP00000417207
11101,PARP15,165631,,9606.ENSP00000417214
11102,CPB1,1360,P15086,9606.ENSP00000417222
11103,EIF2A,83939,,9606.ENSP00000417229
11104,MED12L,,,9606.ENSP00000417235
11105,NCK1,4690,,9606.ENSP00000417273
11106,REPIN1,29803,,9606.ENSP00000417291
11107,KLF8,11279,,9606.ENSP00000417303
11108,ROBO2,6092,,9606.ENSP00000417335
11109,GOLIM4,27333,,9606.ENSP00000417354
11110,ATP6V1F,9296,Q16864,9606.ENSP00000417378
11111,HFE,3077,,9606.ENSP00000417404
11112,RRP1,8568,,9606.ENSP00000417464
11113,FSD1L,83856,,9606.ENSP00000417492
11114,MUC4,4585,,9606.ENSP00000417498
11115,SUPT20H,55578,,9606.ENSP00000417510
11116,NMD3,51068,,9606.ENSP00000417559
11117,STIM2,57620,,9606.ENSP00000417569
11118,YIPF6,286451,,9606.ENSP00000417573
11119,ST6GALNAC5,81849,,9606.ENSP00000417583
11120,FBXL2,25827,,9606.ENSP00000417601
11121,MRPL47,,,9606.ENSP00000417602
11122,RAB23,51715,,9606.ENSP00000417610
11123,TMEM176A,55365,,9606.ENSP00000417626
11124,ANKUB1,389161,,9606.ENSP00000417635
11125,DBNL,28988,,9606.ENSP00000417653
11126,PPM1L,151742,,9606.ENSP00000417659
11127,ZBTB8OS,339487,,9606.ENSP00000417677
11128,SLBP,7884,,9606.ENSP00000417686
11129,NAA10,8260,,9606.ENSP00000417763
11130,ALG2,85365,,9606.ENSP00000417764
11131,IQUB,154865,,9606.ENSP00000417769
11132,SMIM4,440957,,9606.ENSP00000417806
11133,ANP32A,8125,,9606.ENSP00000417864
11134,PAEP,5047,P09466,9606.ENSP00000417898
11135,GPHN,10243,,9606.ENSP00000417901
11136,TSPYL6,388951,,9606.ENSP00000417919
11137,VWA3B,200403,,9606.ENSP00000417955
11138,CCDC39,339829,,9606.ENSP00000417960
11139,PPP2R5D,,,9606.ENSP00000417963
11140,EHMT1,79813,,9606.ENSP00000417980
11141,GK5,256356,,9606.ENSP00000418001
11142,MRPS22,56945,,9606.ENSP00000418008
11143,RARRES2,5919,,9606.ENSP00000418009
11144,IFNE,338376,,9606.ENSP00000418018
11145,IRF5,3663,,9606.ENSP00000418037
11146,NECTIN3,25945,,9606.ENSP00000418070
11147,CACNA2D2,9254,Q9NY47,9606.ENSP00000418081
11148,RPL37A,6168,,9606.ENSP00000418082
11149,SLC45A1,,,9606.ENSP00000418096
11150,PTPRG,5793,,9606.ENSP00000418112
11151,PARP14,54625,,9606.ENSP00000418194
11152,NISCH,11188,Q9Y2I1,9606.ENSP00000418232
11153,ZFP57,346171,,9606.ENSP00000418259
11154,MCM10,55388,,9606.ENSP00000418268
11155,CIAO1,9391,,9606.ENSP00000418287
11156,CMC1,152100,,9606.ENSP00000418348
11157,TAF1L,138474,,9606.ENSP00000418379
11158,SRPRB,58477,,9606.ENSP00000418401
11159,PPP2CA,5515,P67775,9606.ENSP00000418447
11160,MME,4311,P08473,9606.ENSP00000418525
11161,NSFL1C,55968,,9606.ENSP00000418529
11162,UGT1A3,54659,P35503,9606.ENSP00000418532
11163,VAMP2,6844,,9606.ENSP00000418572
11164,FHIT,2272,,9606.ENSP00000418582
11165,KRBA1,84626,,9606.ENSP00000418647
11166,PTRH1,138428,,9606.ENSP00000418661
11167,SEPHS2,22928,,9606.ENSP00000418669
11168,PSMD6,9861,,9606.ENSP00000418695
11169,MYSM1,114803,,9606.ENSP00000418734
11170,ADAMTS9,56999,,9606.ENSP00000418735
11171,ESRP2,80004,,9606.ENSP00000418748
11172,BTBD9,114781,,9606.ENSP00000418751
11173,PTK7,5754,,9606.ENSP00000418754
11174,TREML2,79865,,9606.ENSP00000418767
11175,TIMMDC1,51300,,9606.ENSP00000418803
11176,SELENOK,58515,,9606.ENSP00000418813
11177,FTO,79068,Q9C0B1,9606.ENSP00000418823
11178,SELENOT,51714,,9606.ENSP00000418910
11179,CDKN2A,1029,,9606.ENSP00000418915
11180,PEG10,23089,,9606.ENSP00000418944
11181,BRCA1,672,,9606.ENSP00000418960
11182,LSAMP,4045,,9606.ENSP00000419000
11183,PCCB,5096,,9606.ENSP00000419027
11184,BRAF,673,P15056,9606.ENSP00000419060
11185,TIGIT,201633,,9606.ENSP00000419085
11186,NDUFB2,4708,,9606.ENSP00000419087
11187,FAM162A,26355,,9606.ENSP00000419088
11188,CACNA2D3,55799,Q8IZS8,9606.ENSP00000419101
11189,FAM107A,11170,,9606.ENSP00000419124
11190,C10orf88,80007,,9606.ENSP00000419126
11191,ZBTB20,26137,,9606.ENSP00000419153
11192,SMYD3,64754,,9606.ENSP00000419184
11193,ONECUT2,9480,,9606.ENSP00000419185
11194,MSMP,692094,,9606.ENSP00000419194
11195,ASB14,142686,,9606.ENSP00000419199
11196,frdA,,P00363,9606.ENSP00000419243
11197,FXN,2395,Q16595,9606.ENSP00000419243
11198,PIK3CG,5294,P48736,9606.ENSP00000419260
11199,POU5F1B,5462,,9606.ENSP00000419298
11200,TRPC1,7220,,9606.ENSP00000419313
11201,SUCLG2,8801,Q96I99,9606.ENSP00000419325
11202,ADCY5,111,O95622,9606.ENSP00000419361
11203,AZI2,64343,,9606.ENSP00000419371
11204,ZNF717,100131827,,9606.ENSP00000419377
11205,CLIC3,9022,,9606.ENSP00000419378
11206,GCNT2,2651,,9606.ENSP00000419411
11207,SLC4A2,6522,,9606.ENSP00000419412
11208,ARMC8,25852,,9606.ENSP00000419413
11209,C1orf52,148423,,9606.ENSP00000419417
11210,PPIA,5478,P62937,9606.ENSP00000419425
11211,ADAM9,8754,,9606.ENSP00000419446
11212,EIF1,10209,,9606.ENSP00000419449
11213,RNF183,138065,,9606.ENSP00000419454
11214,NOBOX,135935,,9606.ENSP00000419457
11215,WWTR1,25937,,9606.ENSP00000419465
11216,GCSAM,257144,,9606.ENSP00000419485
11217,RYBP,23429,,9606.ENSP00000419494
11218,HACD4,401494,,9606.ENSP00000419503
11219,DPH3,285381,,9606.ENSP00000419599
11220,ARL6,84100,,9606.ENSP00000419619
11221,NUDT5,11164,,9606.ENSP00000419628
11222,TTC12,54970,,9606.ENSP00000419652
11223,SSBP1,6742,,9606.ENSP00000419665
11224,RXRA,6256,P19793,9606.ENSP00000419692
11225,MYMK,389827,,9606.ENSP00000419712
11226,CDK5,1020,Q00535,9606.ENSP00000419782
11227,GMPS,8833,P49915,9606.ENSP00000419851
11228,CDS2,8760,,9606.ENSP00000419879
11229,RAD51B,5890,,9606.ENSP00000419881
11230,L1TD1,54596,,9606.ENSP00000419901
11231,KLF6,1316,,9606.ENSP00000419923
11232,PXT1,222659,,9606.ENSP00000419944
11233,ERVW-1,30816,,9606.ENSP00000419945
11234,KCNAB1,,Q14722,9606.ENSP00000419952
11235,CPR,33883,,9606.ENSP00000419970
11236,POR;por,5447,P16435;P94692,9606.ENSP00000419970
11237,PEX5L,51555,,9606.ENSP00000419975
11238,HOXB6,3216,,9606.ENSP00000420009
11239,PIGP,51227,,9606.ENSP00000420037
11240,KCNIP2,30819,,9606.ENSP00000420040
11241,ABHD14B,84836,,9606.ENSP00000420065
11242,SERP1,27230,,9606.ENSP00000420076
11243,RAB9A,9367,P51151,9606.ENSP00000420127
11244,B4GALT4,8702,,9606.ENSP00000420161
11245,GSTA2,2939,P09210,9606.ENSP00000420168
11246,ERVFRD-1,405754,,9606.ENSP00000420174
11247,POLE4,56655,Q9NR33,9606.ENSP00000420176
11248,CASR,846,P41180,9606.ENSP00000420194
11249,SRSF10,10772,,9606.ENSP00000420195
11250,ADPRH,141,,9606.ENSP00000420200
11251,FLNB,2317,,9606.ENSP00000420213
11252,CYLC2,1539,,9606.ENSP00000420256
11253,NR6A1,2649,,9606.ENSP00000420267
11254,ADH7,131,,9606.ENSP00000420269
11255,UHMK1,127933,,9606.ENSP00000420270
11256,PHC3,80012,,9606.ENSP00000420294
11257,PDE6B,5158,P35913,9606.ENSP00000420295
11258,CD200,4345,,9606.ENSP00000420298
11259,THOC5,8563,,9606.ENSP00000420306
11260,RPL23,9349,,9606.ENSP00000420311
11261,ROBO1,6091,,9606.ENSP00000420321
11262,CST7,8530,,9606.ENSP00000420384
11263,ATP11A,23250,,9606.ENSP00000420387
11264,ZNF398,57541,,9606.ENSP00000420418
11265,CNIH4,29097,,9606.ENSP00000420443
11266,MGAM2,,,9606.ENSP00000420449
11267,RNF182,221687,,9606.ENSP00000420465
11268,TFR2,7036,,9606.ENSP00000420525
11269,TFAM,7019,,9606.ENSP00000420588
11270,EMC1,23065,,9606.ENSP00000420608
11271,TIPARP,25976,,9606.ENSP00000420612
11272,TFDP2,7029,,9606.ENSP00000420616
11273,MFN1,55669,,9606.ENSP00000420617
11274,SSR3,6747,,9606.ENSP00000420641
11275,KLHL29,114818,,9606.ENSP00000420659
11276,MRPS14,63931,,9606.ENSP00000420714
11277,ARMH1,339541,,9606.ENSP00000420716
11278,PRB1,5542,,9606.ENSP00000420826
11279,PCDHA1,56147,,9606.ENSP00000420840
11280,NIM1K,,Q8IY84,9606.ENSP00000420849
11281,PDK2,5164,,9606.ENSP00000420927
11282,SPINK13,153218,,9606.ENSP00000421048
11283,BEND4,389206,,9606.ENSP00000421169
11284,MAML3,55534,,9606.ENSP00000421180
11285,IGSF22,283284,,9606.ENSP00000421191
11286,ZNF154,7710,,9606.ENSP00000421258
11287,SLC10A7,84068,,9606.ENSP00000421275
11288,MYO10,4651,,9606.ENSP00000421280
11289,ATP2C1,27032,,9606.ENSP00000421326
11290,GST,,Q8ILQ7,9606.ENSP00000421339
11291,SLCO6A1,133482,,9606.ENSP00000421339
11292,PIEZO2,63895,,9606.ENSP00000421377
11293,SNF8,11267,,9606.ENSP00000421380
11294,ROPN1L,83853,,9606.ENSP00000421405
11295,XRCC4,7518,,9606.ENSP00000421491
11296,PCBD2,84105,,9606.ENSP00000421544
11297,XPNPEP1,7511,,9606.ENSP00000421566
11298,ALYREF,10189,,9606.ENSP00000421592
11299,GNGT2,2793,,9606.ENSP00000421710
11300,GC,2638,,9606.ENSP00000421725
11301,HGFAC,3083,,9606.ENSP00000421801
11302,MAGED4,728239,,9606.ENSP00000421861
11303,MAGED4B,81557,,9606.ENSP00000421861
11304,ZNF827,152485,,9606.ENSP00000421863
11305,DCANP1,140947,,9606.ENSP00000421871
11306,HMGXB3,22993,,9606.ENSP00000421917
11307,UIMC1,51720,,9606.ENSP00000421926
11308,PRRC1,133619,,9606.ENSP00000421965
11309,PAQR3,152559,,9606.ENSP00000421981
11310,ACTN3,89,,9606.ENSP00000422007
11311,NFXL1,152518,,9606.ENSP00000422037
11312,USP17L24,728369,,9606.ENSP00000422097
11313,USP17L25,728373,,9606.ENSP00000422097
11314,USP17L26,728379,,9606.ENSP00000422097
11315,USP17L27,728393,,9606.ENSP00000422097
11316,USP17L28,728400,,9606.ENSP00000422097
11317,USP17L29,728405,,9606.ENSP00000422097
11318,USP17L30,728419,,9606.ENSP00000422097
11319,CAST,831,P20810,9606.ENSP00000422176
11320,SORCS2,57537,,9606.ENSP00000422185
11321,GSTCD,79807,,9606.ENSP00000422354
11322,TMEM158,25907,,9606.ENSP00000422431
11323,RPS6KA2,6196,,9606.ENSP00000422435
11324,PDGFC,56034,,9606.ENSP00000422464
11325,ADGRL3,23284,,9606.ENSP00000422533
11326,ADAMTS12,81792,,9606.ENSP00000422554
11327,SLIT2,9353,,9606.ENSP00000422591
11328,ACSL1,2180,P33121,9606.ENSP00000422607
11329,LARP7,51574,,9606.ENSP00000422626
11330,INPP4B,8821,,9606.ENSP00000422793
11331,FRAS1,80144,,9606.ENSP00000422834
11332,SEPTIN11,55752,,9606.ENSP00000422896
11333,OCIAD2,132299,,9606.ENSP00000423014
11334,WDR36,134430,,9606.ENSP00000423067
11335,AADAT,51166,,9606.ENSP00000423190
11336,ZCCHC10,54819,,9606.ENSP00000423276
11337,USP51,158880,,9606.ENSP00000423333
11338,MEGF10,84466,,9606.ENSP00000423354
11339,RFPL4B,,,9606.ENSP00000423391
11340,MRPL36,64979,,9606.ENSP00000423399
11341,SV2C,22987,,9606.ENSP00000423541
11342,MACROH2A1,9555,,9606.ENSP00000423563
11343,DAPP1,27071,,9606.ENSP00000423602
11344,FBXL7,23194,,9606.ENSP00000423630
11345,SH3TC2,,,9606.ENSP00000423660
11346,CDK18,5129,,9606.ENSP00000423665
11347,NDUFA13,51079,,9606.ENSP00000423673
11348,GPX8,,Q8TED1,9606.ENSP00000423822
11349,HOXC9,3225,,9606.ENSP00000423861
11350,KLHL5,51088,,9606.ENSP00000423897
11351,NPY5R,4889,,9606.ENSP00000423917
11352,FRG2,448831,,9606.ENSP00000424015
11353,TAS2R50,259296,,9606.ENSP00000424040
11354,ELOVL7,79993,,9606.ENSP00000424123
11355,MCTP1,79772,,9606.ENSP00000424126
11356,LAMTOR3,8649,,9606.ENSP00000424183
11357,SMUG1,23583,,9606.ENSP00000424191
11358,KLHL2,11275,,9606.ENSP00000424198
11359,TENM3,55714,,9606.ENSP00000424226
11360,PTTG2,10744,,9606.ENSP00000424261
11361,MRPS30,10884,,9606.ENSP00000424328
11362,PLRG1,5356,,9606.ENSP00000424417
11363,SAMD14,201191,,9606.ENSP00000424474
11364,HTN1,3346,,9606.ENSP00000424501
11365,TUSC3,7991,,9606.ENSP00000424544
11366,CDHR2,54825,,9606.ENSP00000424565
11367,SLC35A4,113829,,9606.ENSP00000424566
11368,FBN2,2201,P35556,9606.ENSP00000424571
11369,ADH4,127,,9606.ENSP00000424630
11370,TMEM167A,,,9606.ENSP00000424707
11371,NEK1,4750,Q96PY6,9606.ENSP00000424757
11372,AMOTL2,51421,,9606.ENSP00000424765
11373,NEDD4,4734,,9606.ENSP00000424827
11374,DDX4,54514,,9606.ENSP00000424838
11375,SH3BP2,6452,,9606.ENSP00000424846
11376,SRP19,,,9606.ENSP00000424870
11377,HNRNPAB,3182,,9606.ENSP00000425031
11378,CCSER1,401145,,9606.ENSP00000425040
11379,ATG12,9140,,9606.ENSP00000425107
11380,UVSSA,,,9606.ENSP00000425130
11381,SMG7,9887,,9606.ENSP00000425133
11382,CAGE1,285782,,9606.ENSP00000425493
11383,UGT2A1,10941,,9606.ENSP00000425497
11384,PALLD,23022,,9606.ENSP00000425556
11385,EIF4E,1977,,9606.ENSP00000425561
11386,LIMCH1,22998,,9606.ENSP00000425631
11387,HARS1,3035,,9606.ENSP00000425634
11388,ANKRD50,57182,,9606.ENSP00000425658
11389,COX7C,1350,P15954,9606.ENSP00000425759
11390,PGM3,5238,,9606.ENSP00000425809
11391,CAMK2D,817,Q13557,9606.ENSP00000425824
11392,RNF150,57484,,9606.ENSP00000425840
11393,SELENOP,6414,P49908,9606.ENSP00000425915
11394,DROSHA,29102,,9606.ENSP00000425979
11395,TRPC7,57113,,9606.ENSP00000426070
11396,ADH1C,126,P00326,9606.ENSP00000426083
11397,MIB2,142678,,9606.ENSP00000426103
11398,CRIP2,1397,,9606.ENSP00000426119
11399,RAD17,5884,,9606.ENSP00000426191
11400,SERINC5,256987,,9606.ENSP00000426237
11401,ROPN1B,152015,,9606.ENSP00000426271
11402,MLIP,90523,,9606.ENSP00000426290
11403,TMEM161B,153396,,9606.ENSP00000426354
11404,MCIDAS,345643,,9606.ENSP00000426359
11405,ZBTB38,253461,,9606.ENSP00000426387
11406,RNASET2,8635,,9606.ENSP00000426455
11407,RNF4,6047,,9606.ENSP00000426503
11408,ZNF131,7690,,9606.ENSP00000426504
11409,AMER2,219287,,9606.ENSP00000426528
11410,TNIP3,79931,,9606.ENSP00000426613
11411,ERBIN,55914,,9606.ENSP00000426632
11412,ETFDH,2110,Q16134,9606.ENSP00000426638
11413,WNT8A,7478,,9606.ENSP00000426653
11414,ANAPC4,29945,,9606.ENSP00000426654
11415,GUCY1B1,2983,Q02153,9606.ENSP00000426786
11416,PROM1,8842,,9606.ENSP00000426809
11417,ZFYVE16,9765,,9606.ENSP00000426848
11418,RACK1,10399,,9606.ENSP00000426909
11419,YJEFN3,374887,,9606.ENSP00000426964
11420,CLOCK,9575,,9606.ENSP00000426983
11421,GFM2,84340,,9606.ENSP00000427004
11422,RIMS2,9699,,9606.ENSP00000427018
11423,RAI14,26064,,9606.ENSP00000427123
11424,DLEU7,220107,,9606.ENSP00000427177
11425,APBB2,323,,9606.ENSP00000427211
11426,CXCL2,2920,P19875,9606.ENSP00000427279
11427,FOXR2,139628,,9606.ENSP00000427329
11428,DIO3,1735,,9606.ENSP00000427336
11429,CDC42SE2,56990,,9606.ENSP00000427421
11430,TNFAIP8,25816,,9606.ENSP00000427424
11431,CEBPA,1050,,9606.ENSP00000427514
11432,DDR1,780,Q08345,9606.ENSP00000427552
11433,ABL2,27,P42684,9606.ENSP00000427562
11434,FHDC1,85462,,9606.ENSP00000427567
11435,GABRA2,2555,P47869,9606.ENSP00000427603
11436,SLC4A9,83697,,9606.ENSP00000427661
11437,MTTP,4547,,9606.ENSP00000427679
11438,WDR1,9948,,9606.ENSP00000427687
11439,GYPB,2994,,9606.ENSP00000427690
11440,TOB1,10140,,9606.ENSP00000427695
11441,WWC1,23286,,9606.ENSP00000427772
11442,WWP1,11059,,9606.ENSP00000427793
11443,C8orf34,116328,,9606.ENSP00000427820
11444,DMTN,2039,,9606.ENSP00000427866
11445,TENM2,57451,,9606.ENSP00000427874
11446,HS3ST5,222537,,9606.ENSP00000427888
11447,RHOBTB2,23221,,9606.ENSP00000427926
11448,RANBP17,64901,,9606.ENSP00000427975
11449,DPYSL2,1808,Q16555,9606.ENSP00000427985
11450,PIK3R1,5295,,9606.ENSP00000428056
11451,RPL30,6156,,9606.ENSP00000428085
11452,ERLIN2,11160,,9606.ENSP00000428112
11453,MPP2,4355,,9606.ENSP00000428182
11454,SDCBP,6386,,9606.ENSP00000428184
11455,FBXO32,114907,,9606.ENSP00000428205
11456,UBE2V2,7336,,9606.ENSP00000428209
11457,IRGM,345611,,9606.ENSP00000428220
11458,CETN3,1070,,9606.ENSP00000428259
11459,DGLUCY,80017,,9606.ENSP00000428263
11460,FER1L6,654463,,9606.ENSP00000428280
11461,VASH2,79805,,9606.ENSP00000428324
11462,SPSB2,84727,,9606.ENSP00000428338
11463,ANGPT1,284,,9606.ENSP00000428340
11464,CLVS1,157807,,9606.ENSP00000428402
11465,RIMS1,22999,,9606.ENSP00000428417
11466,TCEA1,6917,,9606.ENSP00000428426
11467,DLX6,1750,,9606.ENSP00000428480
11468,PBK,55872,,9606.ENSP00000428489
11469,GFRA2,2675,,9606.ENSP00000428518
11470,ST3GAL1,6482,,9606.ENSP00000428540
11471,LY6E,4061,,9606.ENSP00000428572
11472,PCDHGB6,56100,,9606.ENSP00000428603
11473,NAIP,4671,,9606.ENSP00000428657
11474,RNF217,154214,,9606.ENSP00000428698
11475,DENND3,22898,,9606.ENSP00000428714
11476,VDAC3,7419,,9606.ENSP00000428845
11477,FAM83A;SACK1A,84985,,9606.ENSP00000428876
11478,LYN,4067,P07948,9606.ENSP00000428924
11479,RNF19A,25897,,9606.ENSP00000428968
11480,PTP4A3,11156,,9606.ENSP00000428976
11481,CCNC,892,,9606.ENSP00000428982
11482,GRIA1,2890,P42261,9606.ENSP00000428994
11483,NKAIN3,286183,,9606.ENSP00000429073
11484,UBR5,51366,,9606.ENSP00000429084
11485,CCNE2,9134,,9606.ENSP00000429089
11486,CYRIB,51571,,9606.ENSP00000429150
11487,ENDOV,284131,,9606.ENSP00000429190
11488,SLC25A37,51312,,9606.ENSP00000429200
11489,STMN2,11075,,9606.ENSP00000429243
11490,DOCK2,1794,,9606.ENSP00000429283
11491,TPD52,7163,,9606.ENSP00000429309
11492,EIF2B4,8890,,9606.ENSP00000429323
11493,RPS20,6224,,9606.ENSP00000429374
11494,HS6ST2,90161,,9606.ENSP00000429473
11495,UNC13A,23025,,9606.ENSP00000429562
11496,MYBL1,4603,,9606.ENSP00000429633
11497,ATP6V0E1,,O15342,9606.ENSP00000429690
11498,COX6C,1345,P09669,9606.ENSP00000429707
11499,STK3,6788,Q13188,9606.ENSP00000429744
11500,SLC20A2,6575,Q08357,9606.ENSP00000429754
11501,PCDHA3,56145,,9606.ENSP00000429808
11502,FAM178B,51252,,9606.ENSP00000429896
11503,ASAP1,50807,,9606.ENSP00000429900
11504,EIF3H,8667,,9606.ENSP00000429931
11505,ENY2,56943,,9606.ENSP00000429986
11506,TSPAN18,90139,,9606.ENSP00000429993
11507,ATXN7L3B,552889,,9606.ENSP00000430000
11508,TXNRD3,114112,,9606.ENSP00000430031
11509,AMPD1,270,P23109,9606.ENSP00000430075
11510,GABRP,2568,O00591,9606.ENSP00000430100
11511,HMBOX1,79618,,9606.ENSP00000430110
11512,RALYL,138046,,9606.ENSP00000430128
11513,RNF130,55819,,9606.ENSP00000430237
11514,EBF2,64641,,9606.ENSP00000430241
11515,EPHX2,2053,,9606.ENSP00000430269
11516,MCF2,4168,,9606.ENSP00000430276
11517,ATP6V1C1,528,P21283,9606.ENSP00000430282
11518,INTS8,55656,,9606.ENSP00000430338
11519,PLCD1,5333,,9606.ENSP00000430344
11520,HDAC2,3066,Q92769,9606.ENSP00000430432
11521,CNOT8,9337,,9606.ENSP00000430493
11522,UQCRB,7381,,9606.ENSP00000430494
11523,PTDSS1,9791,,9606.ENSP00000430548
11524,ATOX1,475,,9606.ENSP00000430598
11525,HEPH,9843,,9606.ENSP00000430620
11526,CA1,759,P00915,9606.ENSP00000430656
11527,IKBKB,3551,O14920,9606.ENSP00000430684
11528,TFF3,7033,,9606.ENSP00000430690
11529,TRHR,7201,,9606.ENSP00000430711
11530,KCNB2,,Q92953,9606.ENSP00000430846
11531,GPBAR1,151306,Q8TDU6,9606.ENSP00000430886
11532,HMGB4,127540,,9606.ENSP00000430919
11533,ADGRB1,575,,9606.ENSP00000430945
11534,HSF4,3299,,9606.ENSP00000430947
11535,IDO1,3620,P14902,9606.ENSP00000430950
11536,RNF145,153830,,9606.ENSP00000430955
11537,ARHGEF10,9639,,9606.ENSP00000431012
11538,GSTK1,373156,,9606.ENSP00000431049
11539,DNPEP,23549,,9606.ENSP00000431076
11540,C1QTNF5,114902,,9606.ENSP00000431140
11541,EID1,23741,,9606.ENSP00000431162
11542,BTBD10,84280,,9606.ENSP00000431186
11543,RPLP2,6181,,9606.ENSP00000431240
11544,IGL,3535,,9606.ENSP00000431254
11545,IGLL5,100423062,,9606.ENSP00000431254
11546,ZFP82,284406,,9606.ENSP00000431265
11547,LPXN,9404,,9606.ENSP00000431284
11548,API5,8539,,9606.ENSP00000431391
11549,NTRK1,4914,P04629,9606.ENSP00000431418
